bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,month,year,real_price,predict_price
4,3.5,3510,9364,2.0,0,0,3,10,3510,0,2001,0,47.54,-121.876,3510,9161,6,2014,695000.0,801764.94
2,1.75,1440,6265,1.0,0,0,3,8,1440,0,2005,0,47.7028,-122.013,1810,5209,4,2015,490000.0,475470.4
4,2.5,3040,6587,2.0,0,0,3,7,3040,0,2003,0,47.683,-122.039,2740,6587,6,2014,650000.0,682593.0
4,2.5,1830,4694,2.0,0,0,3,7,1830,0,2003,0,47.3573,-122.016,1830,5175,4,2015,349000.0,305076.28
3,1.75,2310,7680,1.0,0,0,4,8,1410,900,1978,0,47.3743,-122.285,2080,7680,4,2015,336950.0,359702.6
2,0.75,1330,2856,1.0,0,0,4,7,930,400,1916,0,47.5671,-122.37,1330,2856,4,2015,399950.0,509464.25
3,2.5,1413,3600,2.0,0,0,3,8,1413,0,2011,0,47.4222,-122.193,2150,3869,6,2014,286800.0,300957.16
4,2.5,2150,4000,2.0,0,0,3,7,2150,0,2010,0,47.3655,-122.018,1610,4000,3,2015,339950.0,323124.03
3,1.75,1570,15330,1.0,0,0,3,7,1080,490,1956,0,47.4608,-122.34,1250,13330,3,2015,371000.0,302479.8
2,2.25,1100,1695,2.0,0,0,3,9,1100,0,2009,0,47.5663,-122.289,1100,3082,9,2014,374000.0,394320.06
3,1.75,1250,5375,1.0,0,0,3,7,1250,0,1985,0,47.3787,-122.323,1320,6258,1,2015,283500.0,241292.0
4,2.25,1960,10275,2.0,0,0,3,7,1960,0,1965,0,47.6887,-122.124,1560,10275,7,2014,490000.0,497657.72
4,1.75,2350,18800,1.0,0,2,3,8,2350,0,1959,0,47.5904,-122.177,3050,14640,11,2014,620000.0,914722.6
3,2.5,1890,6088,2.0,0,0,3,7,1890,0,1996,0,47.2886,-122.218,1700,6600,3,2015,265000.0,264005.66
3,1.0,1250,21303,1.0,0,0,3,6,1250,0,1970,0,47.6625,-122.059,1250,17920,11,2014,385000.0,356152.6
4,2.25,3550,13900,1.0,0,0,3,8,1830,1720,2010,0,47.5681,-122.127,2770,12200,6,2014,859000.0,868545.5
4,1.75,2260,7200,1.5,0,0,5,7,1360,900,1924,0,47.5122,-122.186,1410,7465,1,2015,380000.0,324170.16
2,1.0,1050,4800,1.0,0,0,4,7,1050,0,1969,0,47.5128,-122.388,1230,4800,8,2014,325000.0,393208.66
3,1.75,1300,5111,1.0,0,0,4,7,1300,0,1959,0,47.7005,-122.314,1370,5111,3,2015,427000.0,481983.78
4,2.5,2210,213008,1.0,0,0,4,7,1210,1000,1975,0,47.4039,-121.98,2270,52707,2,2015,415000.0,437727.66
2,2.0,1270,5000,1.0,0,0,3,6,1270,0,1944,0,47.6729,-122.363,2190,5000,4,2015,600000.0,567029.2
3,2.0,2230,4800,1.5,0,0,4,7,1290,940,1915,0,47.645,-122.386,1650,5040,8,2014,736500.0,717449.4
4,3.5,3290,8059,2.0,0,0,3,9,3290,0,2012,0,47.5573,-122.02,3290,10758,9,2014,801000.0,922690.6
4,2.25,2730,5000,1.0,0,0,5,7,1460,1270,1955,0,47.5843,-122.393,2010,5000,11,2014,770000.0,746158.0
4,2.75,2450,14803,2.0,0,0,4,9,2450,0,1988,0,47.5261,-122.162,2330,14803,5,2014,619420.0,639823.1
3,2.0,1560,5130,1.0,0,0,5,7,1150,410,1915,0,47.6913,-122.333,1560,4500,8,2014,549000.0,586304.94
1,2.25,1220,2100,2.0,0,2,4,8,1220,0,1946,1979,47.6703,-122.204,3150,6000,11,2014,611900.0,557092.6
3,2.0,1470,2781,2.0,0,0,3,6,1470,0,2003,0,47.349,-122.024,1360,3008,12,2014,250000.0,234864.03
2,1.0,1060,7200,1.0,0,0,4,6,1060,0,1951,0,47.7463,-122.315,1850,8291,6,2014,299995.0,323518.78
3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,47.4041,-122.451,2680,72513,3,2015,1350000.0,1000500.6
3,1.75,1470,4000,1.0,0,0,3,7,1070,400,1979,0,47.6067,-122.298,1280,3500,7,2014,415000.0,503775.28
2,2.25,1330,1380,2.0,0,0,3,8,1060,270,2005,0,47.577,-122.41,1580,4802,11,2014,479000.0,488216.34
3,2.0,2090,5015,1.5,0,0,5,7,2090,0,1920,0,47.6378,-122.301,1930,4250,8,2014,785000.0,856958.1
4,2.25,2920,6513,2.0,0,0,4,9,2260,660,1937,0,47.638,-122.29,4510,9248,7,2014,1738000.0,1491483.8
4,2.5,3130,5795,2.0,0,0,3,9,3130,0,2008,0,47.4997,-122.151,2950,5259,10,2014,525000.0,587801.5
4,3.5,3930,6120,2.0,0,0,3,10,3310,620,2007,0,47.6646,-122.28,3390,6120,10,2014,1485000.0,1606471.1
3,2.25,2560,117176,1.0,0,0,4,9,1280,1280,1977,0,47.4655,-122.033,2760,57063,11,2014,465000.0,575310.3
3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1952,0,47.7535,-122.314,1590,7616,5,2014,341000.0,415094.06
3,1.0,1290,4000,1.5,0,0,3,7,1290,0,1926,0,47.5462,-122.277,1160,5040,4,2015,402500.0,402786.8
3,1.75,1520,8100,1.0,0,0,5,6,760,760,1945,0,47.6966,-122.375,1040,8100,3,2015,475000.0,487009.4
4,2.25,2260,7200,2.0,0,0,4,7,2260,0,1984,0,47.4121,-122.183,1720,7200,6,2014,289659.0,329928.16
4,2.5,2340,13445,2.0,0,0,3,8,2340,0,1990,0,47.374,-122.125,2340,11188,9,2014,360000.0,353015.22
3,1.0,1000,12000,1.0,0,0,3,7,1000,0,1959,0,47.3321,-122.346,1490,14940,7,2014,217000.0,201010.1
3,1.0,2020,4120,1.5,0,0,4,7,1520,500,1929,0,47.5514,-122.271,1200,4635,8,2014,552500.0,470097.03
2,1.0,1040,5527,1.0,0,0,3,7,1040,0,1951,0,47.6774,-122.284,2080,7020,5,2014,535000.0,552540.9
3,1.75,1100,10125,1.0,0,0,4,7,1100,0,1969,0,47.3232,-122.103,1520,10125,12,2014,224000.0,227955.27
4,2.25,2290,12174,1.0,1,4,3,7,1490,800,1948,0,47.5114,-122.245,2290,9379,7,2014,840500.0,909138.4
5,3.25,2980,7095,2.5,0,0,3,9,2980,0,1998,2007,47.6919,-122.294,1670,7140,4,2015,932800.0,967934.6
3,2.0,1850,9550,1.0,0,0,3,8,1850,0,1988,0,47.3225,-122.273,2250,9550,9,2014,289000.0,297059.56
4,2.25,2210,7665,2.0,0,0,4,8,2210,0,1968,0,47.5424,-122.168,1960,7903,6,2014,530000.0,587949.6
4,1.0,1100,7110,1.0,0,0,4,7,880,220,1907,0,47.3858,-122.227,1150,7110,3,2015,225800.0,211700.0
3,1.5,1180,12324,1.0,0,0,3,7,800,380,1981,0,47.6337,-122.032,1280,11371,6,2014,372500.0,350206.47
7,2.75,3110,4400,1.5,0,0,5,7,2010,1100,1914,0,47.6684,-122.319,1240,4280,10,2014,730000.0,848871.9
4,2.75,2150,9163,1.0,0,0,3,8,1340,810,1992,0,47.266,-122.307,2260,7750,11,2014,320000.0,301495.9
2,1.0,1380,5484,1.0,0,0,3,8,1030,350,1947,0,47.6382,-122.399,1380,5347,3,2015,543115.0,669962.5
3,2.25,1490,974,2.0,0,0,3,7,1220,270,2009,0,47.5567,-122.363,1490,1283,5,2014,312000.0,337884.44
4,2.5,2360,4367,2.0,0,0,3,8,2360,0,2003,0,47.7731,-122.167,2360,4868,5,2014,490000.0,536407.56
2,1.0,790,2640,1.0,0,0,3,7,790,0,1973,0,47.7351,-122.178,1310,2064,5,2014,90000.0,290917.7
4,2.75,3040,2415,2.0,1,4,3,8,3040,0,1966,0,47.5188,-122.256,2620,2433,8,2014,735000.0,1272835.0
2,2.5,1390,1821,2.0,0,0,3,7,1180,210,2007,0,47.5537,-122.282,1350,1821,2,2015,370000.0,343585.47
1,1.0,650,15364,1.0,0,0,4,5,650,0,1967,0,47.3721,-122.159,1630,7952,6,2014,129000.0,201709.72
6,2.0,1900,8057,1.0,0,0,4,7,1170,730,1959,0,47.762,-122.335,2090,8626,8,2014,375000.0,423535.53
2,1.0,620,6600,1.0,0,0,3,6,620,0,1963,0,47.4862,-122.33,1050,6600,3,2015,175000.0,193369.6
4,2.5,2320,4683,2.0,0,0,3,7,2320,0,2007,0,47.3349,-122.059,2230,5750,7,2014,305000.0,318679.34
5,2.5,3597,4972,2.0,0,0,3,7,3597,0,2006,0,47.3002,-122.282,3193,6000,9,2014,330000.0,425233.56
3,3.0,2090,7634,1.0,0,0,3,8,1450,640,2001,0,47.7408,-121.974,2090,9600,8,2014,400000.0,467999.4
3,1.75,1450,8378,1.0,0,0,4,8,1450,0,1978,0,47.3093,-122.385,1860,8496,8,2014,230000.0,254578.89
6,2.5,3760,12978,1.0,0,0,3,9,2360,1400,1967,0,47.6976,-122.381,2300,7362,9,2014,838300.0,861928.25
3,2.0,1810,11456,1.0,0,0,3,7,1810,0,1970,0,47.4648,-121.756,1360,12931,1,2015,290000.0,324799.9
4,2.5,3270,9578,2.0,0,0,3,9,3270,0,1993,0,47.5373,-122.051,3120,8784,11,2014,785000.0,813228.56
3,1.0,1240,14110,1.0,0,0,4,7,1240,0,1972,0,47.4579,-122.09,2060,19350,9,2014,270000.0,334073.28
4,2.5,2680,9928,1.0,0,0,4,8,1340,1340,1974,0,47.5219,-122.052,2180,10478,1,2015,463000.0,577314.1
3,1.75,1210,8864,1.0,0,0,3,7,1210,0,1985,0,47.3639,-122.08,1510,8062,5,2015,244500.0,239943.84
2,2.0,1440,1170,2.0,0,0,3,9,960,480,2004,0,47.5592,-122.385,1440,1350,11,2014,435000.0,459690.16
4,2.5,2950,10003,2.0,0,0,3,9,2950,0,2006,0,47.489,-122.14,2790,9323,12,2014,551500.0,585479.0
3,1.0,1250,7300,1.0,0,0,4,7,1250,0,1956,0,47.6032,-122.125,1540,7400,5,2014,385000.0,436626.22
2,1.0,740,6180,1.0,0,0,3,6,740,0,1948,0,47.5517,-122.272,1330,4635,6,2014,342000.0,273377.94
3,1.75,1990,9594,1.0,0,0,3,8,1190,800,1977,0,47.6617,-122.137,1930,9765,7,2014,507500.0,574119.44
2,1.75,1340,4664,1.0,0,0,3,8,1340,0,2004,0,47.7182,-122.034,1350,4236,5,2014,415000.0,398528.72
2,1.75,1560,4141,1.0,0,0,4,7,880,680,1942,0,47.6863,-122.382,1210,4141,2,2015,549010.0,557569.94
5,3.25,3130,12087,2.0,0,0,3,8,2180,950,1975,0,47.5336,-122.052,2410,10350,7,2014,500000.0,685712.0
3,1.5,1190,4750,1.0,0,0,3,7,970,220,1940,0,47.6726,-122.386,1460,4750,6,2014,500000.0,560478.25
3,1.75,1310,7811,1.0,0,0,3,7,1310,0,1976,0,47.7319,-122.167,1530,7800,9,2014,373000.0,400158.9
3,2.25,1670,5004,2.0,0,0,3,8,1670,0,1987,0,47.5688,-122.017,1850,5276,2,2015,484950.0,470351.34
4,2.5,3740,8700,1.0,0,0,3,10,2260,1480,2004,0,47.4587,-122.117,2650,6333,5,2014,475000.0,552750.0
2,1.0,1800,119790,1.0,0,0,4,7,1200,600,1947,1977,47.4617,-122.012,2320,79208,1,2015,390000.0,388877.6
2,1.5,1440,22081,2.0,0,0,3,7,1440,0,1990,0,47.7698,-121.896,1440,19544,3,2015,265000.0,295105.34
4,2.75,3190,14904,1.0,0,3,4,9,1940,1250,1949,1992,47.6178,-122.214,2600,11195,7,2014,1650000.0,2043819.0
3,2.5,2242,4995,2.0,0,0,3,8,2242,0,2011,0,47.2595,-122.202,1798,4942,6,2014,329900.0,323254.53
3,1.75,1610,7392,1.0,0,0,4,7,1610,0,1964,0,47.3413,-122.28,1450,7392,8,2014,160000.0,248492.53
3,1.75,1880,108900,1.0,0,0,3,7,1880,0,1978,0,47.5913,-122.01,2730,37731,2,2015,735000.0,546580.4
3,2.25,2160,7500,2.0,0,0,3,10,2160,0,1982,0,47.6232,-122.299,1550,3839,10,2014,1010000.0,1070617.5
2,2.5,1680,975,3.0,0,0,3,9,1680,0,2009,0,47.6321,-122.361,1680,977,11,2014,840000.0,761792.9
4,2.0,1970,3515,1.0,0,0,5,8,1030,940,1969,0,47.6873,-122.314,1650,4275,9,2014,535000.0,700039.94
3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,0,47.5586,-122.311,2140,5592,6,2014,404000.0,455459.16
4,3.25,3160,8876,2.0,0,0,3,9,2460,700,1997,0,47.5153,-122.178,2900,10000,3,2015,558000.0,578977.0
3,2.5,1870,3480,2.0,0,0,3,7,1870,0,2002,0,47.4831,-122.183,2160,3480,1,2015,325000.0,322433.28
3,1.75,1420,6980,1.0,0,0,5,7,820,600,1980,0,47.2873,-122.367,1470,7319,12,2014,205000.0,259472.88
3,2.5,2653,4510,2.0,0,0,3,8,2653,0,2006,0,47.4145,-122.166,2653,4927,3,2015,365000.0,418503.4
3,1.75,1390,8980,1.0,0,0,4,8,1390,0,1985,0,47.2015,-122.005,1770,9085,3,2015,278500.0,251129.25
3,1.0,950,8400,1.0,0,0,3,7,950,0,1958,0,47.5104,-122.166,1250,8400,4,2015,286000.0,288169.66
5,3.0,2720,9856,2.0,0,0,4,8,2720,0,1969,0,47.4778,-122.146,1420,9685,3,2015,436000.0,421483.7
4,3.5,3200,3250,2.0,0,0,3,9,2670,530,2007,0,47.5515,-122.0,3400,3663,6,2014,795000.0,806551.0
3,2.25,1470,6808,1.0,0,0,3,7,1160,310,1984,0,47.2884,-122.365,1570,7881,7,2014,225000.0,228251.75
4,2.5,2750,16139,2.0,0,0,3,9,2750,0,1989,0,47.5843,-122.06,2810,13093,8,2014,763776.0,739721.75
3,2.5,1680,4075,2.0,0,0,3,7,1680,0,2008,0,47.6964,-122.024,1710,4075,10,2014,394000.0,453151.53
4,2.75,2620,4743,1.0,0,2,4,8,1310,1310,1949,0,47.6829,-122.4,1900,4764,6,2014,815000.0,869458.94
3,3.5,1360,1419,2.0,0,0,3,8,1040,320,2007,0,47.6697,-122.371,1560,1977,6,2014,515000.0,562609.8
3,2.5,2620,9112,2.0,0,0,3,9,2620,0,1995,0,47.6972,-122.116,2620,9067,12,2014,738000.0,751632.1
2,1.75,2060,2700,1.0,0,0,3,7,1030,1030,1929,0,47.6856,-122.312,1390,2700,12,2014,485000.0,572947.8
4,2.25,3300,15375,1.5,0,3,3,8,2820,480,1933,1984,47.526,-122.225,3250,15375,3,2015,1250000.0,1112881.8
3,2.5,2260,9577,2.0,0,0,3,8,1700,560,1925,2004,47.6928,-122.399,1740,10240,9,2014,900000.0,753050.4
3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,47.655,-122.359,1420,5000,4,2015,560000.0,594832.75
3,2.5,2370,9102,2.0,0,0,3,9,2370,0,1990,0,47.3067,-122.394,2530,9883,12,2014,330000.0,348486.47
4,2.5,2470,5100,2.0,0,0,3,8,2470,0,2005,0,47.3622,-122.041,2240,5123,10,2014,337000.0,372169.6
3,1.0,1010,5400,1.0,0,0,3,6,1010,0,1959,0,47.5746,-122.293,960,5400,6,2014,317000.0,307811.22
3,3.25,2090,51212,1.0,0,0,3,8,1510,580,1989,0,47.3097,-122.099,2690,40820,4,2015,380000.0,403996.84
4,1.75,2400,7700,1.5,0,0,4,7,1500,900,1927,0,47.7125,-122.332,1530,7700,7,2014,389000.0,518601.4
3,2.5,1990,12793,2.0,0,0,3,8,1990,0,1993,0,47.7347,-122.226,2290,9035,7,2014,450000.0,522464.97
3,2.25,1590,929,2.0,0,0,3,9,1060,530,2014,0,47.6172,-122.31,1510,1193,8,2014,665000.0,694669.75
3,1.75,2480,4000,1.0,0,0,3,8,1240,1240,1948,2014,47.615,-122.288,2450,4000,10,2014,920000.0,1294190.0
4,2.5,3220,35400,2.0,0,0,3,9,3220,0,1991,0,47.7547,-122.114,3050,35252,7,2014,690000.0,769085.56
3,2.5,1580,3825,2.0,0,0,3,8,1580,0,2011,0,47.5458,-122.369,1380,1500,9,2014,375000.0,430554.28
5,2.5,2500,11900,1.0,0,0,3,7,1400,1100,1963,0,47.5915,-122.132,2820,11900,4,2015,580000.0,675908.0
5,4.0,4720,493534,2.0,0,0,5,9,3960,760,1975,0,47.4536,-122.009,2160,219542,1,2015,745000.0,1072337.5
3,2.0,1610,14046,2.0,0,0,3,7,1610,0,1933,1988,47.7704,-122.264,2410,9000,8,2014,259000.0,369244.47
4,1.0,1080,6095,1.5,0,0,4,6,1080,0,1924,0,47.6962,-122.346,1200,5060,9,2014,425000.0,453901.53
3,2.25,1640,4635,1.5,0,0,3,8,1540,100,1930,0,47.6793,-122.319,1530,4635,9,2014,517000.0,698196.5
4,2.5,2920,9904,2.0,0,0,4,9,2920,0,1990,0,47.5759,-121.995,1810,5617,5,2014,690000.0,717126.0
1,0.75,930,6600,1.0,0,0,3,6,930,0,1924,0,47.7127,-122.296,1590,6600,5,2015,351000.0,369568.9
3,1.5,1450,7375,1.0,0,0,3,7,1010,440,1968,0,47.7212,-122.179,1350,7440,6,2014,402000.0,403273.84
3,2.5,1320,2480,2.0,0,0,3,7,1320,0,2005,0,47.536,-122.284,1320,3240,2,2015,305000.0,307269.6
2,1.0,830,4045,1.0,0,0,3,6,830,0,1943,0,47.5293,-122.351,1100,4116,7,2014,150000.0,240199.88
3,2.5,1610,7223,2.0,0,0,3,7,1610,0,1994,0,47.3661,-122.173,1610,7162,7,2014,245000.0,249146.97
3,2.5,2080,4556,2.0,0,0,3,8,2080,0,1999,0,47.6036,-122.014,1530,5606,4,2015,567500.0,581461.3
4,2.5,2440,7797,1.0,0,0,3,8,1560,880,1965,0,47.3895,-122.222,2090,8100,2,2015,278800.0,326025.03
2,1.75,1400,4720,1.0,0,0,4,7,820,580,1927,0,47.5705,-122.392,1330,6786,10,2014,483000.0,557453.25
3,2.25,2140,10256,2.0,0,0,3,8,2140,0,1987,0,47.3751,-122.044,2040,11717,9,2014,393000.0,348244.97
3,2.0,1590,11222,1.0,0,0,4,7,1590,0,1948,0,47.7762,-122.367,2160,16300,5,2015,485000.0,533059.9
3,2.75,2000,6405,1.0,0,0,3,8,1260,740,1964,0,47.5066,-122.259,2130,6510,2,2015,286300.0,357515.22
2,1.5,1840,3825,1.0,0,0,3,8,1040,800,1928,0,47.6808,-122.38,1290,5100,10,2014,520000.0,654728.7
3,1.0,1510,4350,1.5,0,0,5,6,1510,0,1913,0,47.2052,-121.987,1210,5500,9,2014,195000.0,207307.75
2,2.25,1950,29347,1.0,0,0,3,8,1350,600,1953,0,47.739,-122.351,2125,7751,4,2015,438000.0,596236.0
3,1.75,1150,6423,1.0,0,0,3,5,590,560,1927,0,47.6973,-122.297,1150,8367,1,2015,285000.0,334283.8
4,2.0,1800,13551,1.0,0,0,4,7,1800,0,1974,0,47.4721,-122.128,1730,13551,12,2014,305000.0,353429.5
2,1.0,880,17743,1.0,0,0,4,5,880,0,1951,0,47.4115,-122.197,1217,13000,3,2015,292500.0,203045.52
3,3.5,1970,5079,2.0,0,0,3,8,1680,290,2007,0,47.5816,-122.296,1940,6000,12,2014,590000.0,668020.0
4,2.5,3220,38448,2.0,0,0,3,10,3220,0,1993,0,47.6854,-122.053,3090,38448,11,2014,775000.0,878875.44
4,2.5,2470,385506,2.0,0,3,3,7,2470,0,1991,0,47.2396,-121.993,1680,158994,11,2014,438950.0,416128.7
4,1.75,2670,6250,2.0,0,0,4,8,2020,650,1941,0,47.6499,-122.391,1820,6250,7,2014,750000.0,968110.4
4,1.75,1870,10450,1.0,0,0,3,8,1620,250,1978,0,47.5938,-122.154,2060,10450,4,2015,660000.0,610628.9
4,2.5,2890,7306,2.0,0,0,3,7,2890,0,2006,0,47.5447,-121.883,2850,6687,11,2014,515000.0,521292.6
3,2.5,1420,1237,3.0,0,0,3,8,1420,0,2014,0,47.674,-122.387,1510,2501,7,2014,510000.0,553172.4
4,2.75,2090,9240,1.0,0,0,4,6,2090,0,1949,0,47.4854,-122.343,1460,9240,9,2014,325000.0,380627.16
5,2.75,2620,8861,1.0,0,0,5,8,1350,1270,1979,0,47.5226,-122.183,1940,10800,9,2014,519000.0,505693.6
3,2.5,3110,9930,1.0,0,1,3,8,1640,1470,1954,0,47.6112,-122.226,3650,14399,9,2014,1260000.0,1442082.0
4,3.0,2480,9238,1.0,0,0,5,7,2050,430,1913,0,47.4701,-122.364,1820,12214,7,2014,455000.0,564969.9
3,1.0,1170,11000,1.0,0,0,2,6,1170,0,1980,0,47.7346,-121.983,1590,10894,6,2014,119500.0,256998.72
2,2.0,1680,6194,1.0,0,0,3,8,1680,0,2004,0,47.7136,-122.03,1900,5850,4,2015,575000.0,535895.1
3,2.5,1480,3851,2.0,0,0,3,8,1480,0,1998,0,47.7732,-122.163,1650,4716,4,2015,360000.0,411151.9
4,1.75,1680,9966,1.0,0,0,3,7,1100,580,1977,0,47.3923,-122.311,2400,10369,9,2014,268000.0,275572.78
4,3.75,4120,8258,2.0,0,0,3,10,4120,0,2012,0,47.5872,-122.055,3730,8332,9,2014,949950.0,1190908.8
3,2.5,1553,1991,3.0,0,0,3,8,1553,0,2014,0,47.7049,-122.34,1509,2431,9,2014,412000.0,478443.84
3,1.75,1260,1111,2.0,0,0,3,8,1260,0,2003,0,47.5476,-122.005,1410,1630,3,2015,350000.0,368965.9
3,3.0,1384,1287,2.0,0,0,3,8,1144,240,2006,0,47.6295,-122.32,1570,1288,6,2014,575000.0,624090.1
4,2.5,3510,6745,2.0,0,0,3,10,3510,0,1998,0,47.6016,-122.074,3320,8370,3,2015,900000.0,899445.75
3,1.0,1460,8290,1.0,0,0,3,8,1460,0,1959,0,47.7246,-122.3,1470,8290,12,2014,399000.0,411975.16
3,1.75,2030,9032,2.0,0,2,4,7,2030,0,1963,0,47.586,-122.117,2350,8937,12,2014,660000.0,634805.06
3,1.0,970,7742,1.0,0,0,4,6,970,0,1967,0,47.3173,-122.327,970,7650,6,2014,219900.0,184312.88
3,2.0,2590,3750,1.5,0,0,5,7,1790,800,1904,0,47.635,-122.353,2440,4000,9,2014,885000.0,906533.1
5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,47.4599,-122.172,1730,7700,5,2014,290000.0,347151.12
5,3.75,3500,101494,1.5,0,0,3,8,3500,0,1967,1990,47.6745,-122.054,3250,38636,1,2015,750000.0,901230.25
4,3.5,4270,117176,2.0,0,0,3,9,4270,0,2008,0,47.5352,-121.883,2610,5251,10,2014,997950.0,899950.4
3,2.0,1410,44866,1.0,0,0,4,7,1410,0,1985,0,47.3273,-122.37,2950,29152,5,2015,335000.0,355476.16
5,2.75,2440,6858,2.0,0,0,3,8,2440,0,2003,0,47.3655,-122.174,2300,6858,9,2014,340000.0,352900.4
2,1.0,950,3060,1.0,0,0,3,6,810,140,1925,0,47.6698,-122.323,1510,3780,10,2014,490000.0,507273.28
2,1.0,1400,19570,1.5,0,0,3,6,1100,300,1929,0,47.4724,-122.271,2250,6500,3,2015,250000.0,265341.75
3,1.0,1170,9730,1.0,0,0,3,7,1170,0,1968,1986,47.4562,-122.196,1680,10125,7,2014,252000.0,279034.6
5,2.0,2450,9488,1.0,0,0,4,7,1240,1210,1900,1955,47.7056,-122.34,1310,5693,5,2014,550000.0,548391.3
3,2.5,1600,4271,2.0,0,0,3,7,1600,0,2003,0,47.386,-122.036,1520,3225,4,2015,245000.0,292651.72
3,1.5,2360,6750,2.0,0,0,5,7,1930,430,1926,0,47.6923,-122.332,1320,4500,5,2014,702500.0,705576.1
4,3.25,2810,11250,1.0,0,0,3,8,1680,1130,1980,0,47.692,-122.099,2110,11250,9,2014,624000.0,650880.0
3,1.75,2320,55847,1.0,0,2,4,8,2320,0,1960,0,47.3121,-122.253,2400,26112,4,2015,541500.0,415513.12
4,2.75,3040,7274,2.0,0,3,3,9,2320,720,1986,0,47.7184,-122.28,2830,10080,7,2014,640000.0,924989.06
3,2.5,2250,7752,2.0,0,0,4,8,2250,0,1988,0,47.7489,-122.185,2080,7033,4,2015,550000.0,576762.44
3,2.25,1500,1312,3.0,0,0,3,8,1500,0,2007,0,47.6534,-122.346,1500,1282,8,2014,513000.0,609497.1
2,1.0,1760,4441,1.0,0,0,3,8,1310,450,1950,0,47.5311,-122.381,1350,5748,11,2014,428950.0,480848.97
3,1.0,1460,8400,1.0,0,0,3,7,1460,0,1958,0,47.4243,-122.198,1460,9600,4,2015,235000.0,254973.28
5,2.75,2400,8050,2.0,0,0,3,8,2400,0,1998,0,47.2635,-122.209,2400,8050,6,2014,327000.0,326303.5
6,2.25,2660,13579,2.0,0,0,3,7,2660,0,1937,1990,47.7142,-122.286,1120,8242,1,2015,730000.0,688732.25
5,2.5,3260,24300,1.5,0,1,4,8,2310,950,1950,0,47.7587,-122.274,2390,32057,6,2014,755000.0,620638.9
5,3.5,2690,4800,2.0,0,2,3,8,1930,760,1919,1984,47.5592,-122.269,2080,4900,2,2015,690000.0,653225.25
3,1.75,2190,6000,1.5,0,0,4,7,2190,0,1920,0,47.3063,-122.223,1610,6000,4,2015,255000.0,282634.97
2,1.5,830,1119,2.0,0,0,3,7,830,0,2005,0,47.5828,-122.314,1480,3622,6,2014,329445.0,311043.34
2,1.75,870,4000,1.0,0,0,3,6,870,0,1941,0,47.5657,-122.376,1420,4000,3,2015,410000.0,408529.22
4,3.0,3310,4500,2.5,0,0,5,9,2910,400,1900,0,47.6594,-122.345,1440,3750,8,2014,829000.0,1193034.6
3,1.75,1410,8100,2.0,0,0,3,7,1410,0,1985,0,47.3617,-122.046,1560,8100,6,2014,263000.0,241147.9
3,1.0,1380,7334,1.0,0,0,3,7,980,400,1981,0,47.4339,-122.192,1910,7859,5,2015,165000.0,268925.88
2,1.0,700,7303,1.0,0,0,5,5,700,0,1953,0,47.4934,-122.166,960,6060,7,2014,209995.0,222031.45
3,1.0,1250,7320,1.0,0,0,3,7,1250,0,1968,0,47.5074,-122.163,1770,7320,10,2014,309500.0,282730.75
2,1.0,790,5120,1.0,0,0,3,6,790,0,1950,0,47.557,-122.395,1250,5120,5,2015,375000.0,405587.16
2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,47.7052,-122.343,1370,1090,5,2015,359000.0,450320.66
3,2.25,1830,11331,1.0,0,0,3,7,1250,580,1965,0,47.2899,-122.287,2240,16433,4,2015,230000.0,280122.47
5,2.0,1910,7200,1.0,0,0,4,6,1110,800,1951,0,47.4975,-122.261,1150,5948,6,2014,230000.0,269430.4
3,2.5,1960,4709,2.0,0,0,3,7,1960,0,2003,0,47.5322,-121.871,1700,4444,9,2014,425000.0,397705.72
3,2.25,1990,6256,1.0,0,0,3,7,1390,600,1960,0,47.6903,-122.206,2080,9300,4,2015,620000.0,645477.25
3,2.0,2500,6733,1.0,0,0,3,8,1770,730,1979,0,47.6691,-122.36,1770,6343,3,2015,685000.0,799720.0
3,1.75,1100,10968,1.0,0,0,5,7,1100,0,1984,0,47.363,-122.08,1400,7799,7,2014,260000.0,245776.81
2,1.0,720,3255,1.0,0,0,4,6,720,0,1905,0,47.6823,-122.348,1430,3170,12,2014,403000.0,424459.0
2,1.75,1960,30144,1.0,0,0,3,7,980,980,1957,0,47.4234,-122.212,1960,10140,12,2014,280000.0,299430.16
3,2.5,1320,1780,2.0,0,0,3,7,880,440,2005,0,47.528,-122.269,3040,6000,10,2014,221000.0,330792.1
3,2.75,1740,5757,1.0,0,0,3,7,1740,0,2010,0,47.1941,-121.979,2380,5647,4,2015,275000.0,303470.28
3,1.5,1080,9774,1.0,0,0,3,7,1080,0,1968,0,47.3155,-122.401,1190,9611,11,2014,218250.0,214360.31
3,2.5,2678,6607,2.0,0,0,3,9,2678,0,1998,0,47.738,-122.235,2780,6607,10,2014,546200.0,662756.6
